年度,選舉種類,選舉種類名稱,檔別,省市,縣市,選舉區,鄉鎮市區,村里,行政區名稱,號次,姓名,政黨代號,政黨名稱,性別,年齡,現任,當選註記,當選註記語意,當選
2022,T2,議員(平地原住民)選舉,city,10,002,11,000,0000,第11選舉區,1,孫湯玉惠 aly saku,999,無黨籍及未經政黨推薦,女,55,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,004,11,000,0000,第11選舉區,1,法隆伊佑,16,民主進步黨,男,50,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,004,11,000,0000,第11選舉區,2,林秉君 kaying．kuying．kalang,1,中國國民黨,女,38,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,005,07,000,0000,第07選舉區,1,朱仲一 Kalih·Tahes·Didiyun,999,無黨籍及未經政黨推薦,男,33,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,005,07,000,0000,第07選舉區,2,楊文昌 Baiho·Watan,999,無黨籍及未經政黨推薦,男,62,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,007,09,000,0000,第09選舉區,1,陳榮妹,1,中國國民黨,女,59,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,007,09,000,0000,第09選舉區,2,張新男,999,無黨籍及未經政黨推薦,男,61,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,008,06,000,0000,第06選舉區,1,石慶龍Rungquan．Lhkatafatu,999,無黨籍及未經政黨推薦,男,66,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,008,06,000,0000,第06選舉區,2,江秉翰,16,民主進步黨,男,49,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,013,08,000,0000,第08選舉區,1,潘世杰,999,無黨籍及未經政黨推薦,男,59,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,013,08,000,0000,第08選舉區,2,潘翠雲,1,中國國民黨,女,53,N,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,013,08,000,0000,第08選舉區,3,潘坤福,1,中國國民黨,男,65,Y,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,014,07,000,0000,第07選舉區,1,陽昇宏,1,中國國民黨,男,56,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,014,07,000,0000,第07選舉區,2,張信一,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,014,07,000,0000,第07選舉區,3,林秀信,999,無黨籍及未經政黨推薦,男,76,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,014,07,000,0000,第07選舉區,4,方賢仁,1,中國國民黨,男,66,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,07,000,0000,第07選舉區,5,陳政宗,999,無黨籍及未經政黨推薦,男,49,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,07,000,0000,第07選舉區,6,林琮翰,1,中國國民黨,男,53,N,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,08,000,0000,第08選舉區,1,鄭崗山,1,中國國民黨,男,52,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,08,000,0000,第08選舉區,2,江堅壽,999,無黨籍及未經政黨推薦,男,63,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,014,09,000,0000,第09選舉區,1,尤忠正,1,中國國民黨,男,66,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,10,000,0000,第10選舉區,1,楊清順 Cinsun Pawtawan,1,中國國民黨,男,52,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,11,000,0000,第11選舉區,1,嚴惠美 Simoy．Sapod,999,無黨籍及未經政黨推薦,女,56,N,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,11,000,0000,第11選舉區,2,楊秋珍,1,中國國民黨,女,59,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,014,11,000,0000,第11選舉區,3,高美珠,1,中國國民黨,女,52,Y,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,014,11,000,0000,第11選舉區,4,武雪恩,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,05,000,0000,第05選舉區,1,笛布斯．顗賚,999,無黨籍及未經政黨推薦,女,50,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,015,05,000,0000,第05選舉區,2,葉志豪,999,無黨籍及未經政黨推薦,男,41,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,05,000,0000,第05選舉區,3,督固．撒耘,1,中國國民黨,男,57,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,05,000,0000,第05選舉區,4,周駿宥,1,中國國民黨,男,40,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,015,05,000,0000,第05選舉區,5,李正文,999,無黨籍及未經政黨推薦,男,57,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,015,05,000,0000,第05選舉區,6,陳進德,1,中國國民黨,男,56,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,05,000,0000,第05選舉區,7,林資斌,16,民主進步黨,男,34,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,06,000,0000,第06選舉區,1,何進雄 Kin Cian．Ri Pun,1,中國國民黨,男,52,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,06,000,0000,第06選舉區,2,林正福,1,中國國民黨,男,57,N,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,015,06,000,0000,第06選舉區,3,賴國祥 O‧Seng‧Ka'ti,999,無黨籍及未經政黨推薦,男,51,Y,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,06,000,0000,第06選舉區,4,蔡依靜 Lamen．Panay,999,無黨籍及未經政黨推薦,女,39,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,015,07,000,0000,第07選舉區,1,林玉芬,1,中國國民黨,女,56,N,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,015,07,000,0000,第07選舉區,2,陳德仁,999,無黨籍及未經政黨推薦,男,51,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,07,000,0000,第07選舉區,3,陳建忠,1,中國國民黨,男,63,Y,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,07,000,0000,第07選舉區,4,葉微琪,999,無黨籍及未經政黨推薦,女,52,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,015,07,000,0000,第07選舉區,5,哈尼．噶照 Hani Kacaw,999,無黨籍及未經政黨推薦,男,42,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,017,08,000,0000,第08選舉區,1,拔耐．茹妮老王,999,無黨籍及未經政黨推薦,女,50,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,017,08,000,0000,第08選舉區,2,王尚潔,1,中國國民黨,女,34,N,,未當選,N
2022,T2,議員(平地原住民)選舉,city,10,017,08,000,0000,第08選舉區,3,陳明建,999,無黨籍及未經政黨推薦,男,60,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,city,10,018,06,000,0000,第06選舉區,1,林慈愛,1,中國國民黨,女,50,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,63,000,07,000,0000,第07選舉區,1,吳郁瑾 Sawmah Kawlo,16,民主進步黨,女,38,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,63,000,07,000,0000,第07選舉區,2,李芳儒,1,中國國民黨,男,52,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,64,000,12,000,0000,第12選舉區,1,王義雄,1,中國國民黨,男,62,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,64,000,12,000,0000,第12選舉區,2,巫振興,16,民主進步黨,男,51,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,64,000,12,000,0000,第12選舉區,3,余葆祈 Fo tol Ki la,999,無黨籍及未經政黨推薦,男,45,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,1,達佶祐．卡造Takiyo．Kacaw,350,台灣民眾黨,男,53,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,2,吳國譽La．Is．Amid,1,中國國民黨,男,41,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,3,宋雨蓁 Nikar．Falong,999,無黨籍及未經政黨推薦,女,41,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,4,藞妏．尼卡兒,999,無黨籍及未經政黨推薦,女,55,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,5,楊春妹,1,中國國民黨,女,61,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,6,蘇錦雄Paylang．Caya,16,民主進步黨,男,58,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,7,楊曉君,999,無黨籍及未經政黨推薦,女,49,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,65,000,12,000,0000,第12選舉區,8,林霈宸,74,新黨,女,49,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,66,000,15,000,0000,第15選舉區,1,江愛珍,16,民主進步黨,女,45,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,66,000,15,000,0000,第15選舉區,2,林清發,999,無黨籍及未經政黨推薦,男,64,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,66,000,15,000,0000,第15選舉區,3,洪志明,350,台灣民眾黨,男,43,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,66,000,15,000,0000,第15選舉區,4,黃仁,1,中國國民黨,男,60,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,66,000,15,000,0000,第15選舉區,5,吳建德,999,無黨籍及未經政黨推薦,男,26,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,67,000,12,000,0000,第12選舉區,1,李美素,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,67,000,12,000,0000,第12選舉區,2,穎艾達利 Ingay Tali,999,無黨籍及未經政黨推薦,男,49,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,68,000,13,000,0000,第13選舉區,1,林志強,16,民主進步黨,男,48,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,68,000,13,000,0000,第13選舉區,2,楊進福,999,無黨籍及未經政黨推薦,男,65,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,68,000,13,000,0000,第13選舉區,3,張秀菊,999,無黨籍及未經政黨推薦,女,57,N,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,68,000,13,000,0000,第13選舉區,4,林春蘭,90,親民黨,女,52,N,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,68,000,13,000,0000,第13選舉區,5,王仙蓮,1,中國國民黨,女,56,Y,*,當選,Y
2022,T2,議員(平地原住民)選舉,prv,68,000,13,000,0000,第13選舉區,6,陳姿伶 Amuy．Muwakay,1,中國國民黨,女,62,Y,,未當選,N
2022,T2,議員(平地原住民)選舉,prv,68,000,13,000,0000,第13選舉區,7,蔡惠蘭,356,台灣維新,女,49,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,002,12,000,0000,第12選舉區,1,沈志弘,1,中國國民黨,男,58,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,002,12,000,0000,第12選舉區,2,陳傑麟,90,親民黨,男,56,Y,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,002,13,000,0000,第13選舉區,1,游吉祥,1,中國國民黨,男,59,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,004,12,000,0000,第12選舉區,1,林世偉,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,004,12,000,0000,第12選舉區,2,劉建民,1,中國國民黨,男,45,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,004,13,000,0000,第13選舉區,1,張益生,1,中國國民黨,男,47,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,004,13,000,0000,第13選舉區,2,張雁萍,999,無黨籍及未經政黨推薦,女,49,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,005,08,000,0000,第08選舉區,1,劉美蘭 Iwan·Sigiy,1,中國國民黨,女,60,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,005,08,000,0000,第08選舉區,2,黃月娥 Yuma’Baysu’,999,無黨籍及未經政黨推薦,女,65,Y,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,008,07,000,0000,第07選舉區,1,王榮儀,999,無黨籍及未經政黨推薦,男,48,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,008,07,000,0000,第07選舉區,2,全文才Balan．Soqluman,1,中國國民黨,男,59,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,008,08,000,0000,第08選舉區,1,廖崧皓,1,中國國民黨,男,44,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,008,08,000,0000,第08選舉區,2,林婷立Ali．Walis,1,中國國民黨,女,43,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,010,07,000,0000,第07選舉區,1,武清山,999,無黨籍及未經政黨推薦,男,60,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,09,000,0000,第09選舉區,1,江金妹,999,無黨籍及未經政黨推薦,女,58,Y,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,09,000,0000,第09選舉區,2,張利惠,1,中國國民黨,女,62,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,10,000,0000,第10選舉區,1,高惠芬,1,中國國民黨,女,66,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,10,000,0000,第10選舉區,2,梁明輝,999,無黨籍及未經政黨推薦,男,66,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,10,000,0000,第10選舉區,3,陸宥熹,999,無黨籍及未經政黨推薦,女,40,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,11,000,0000,第11選舉區,1,何長成,999,無黨籍及未經政黨推薦,男,59,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,12,000,0000,第12選舉區,1,許蘭花,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,12,000,0000,第12選舉區,2,越秋女,999,無黨籍及未經政黨推薦,女,50,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,12,000,0000,第12選舉區,3,羅俊傑,1,中國國民黨,男,51,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,13,000,0000,第13選舉區,1,柯自強 Langalang．Palivulj,999,無黨籍及未經政黨推薦,男,53,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,13,000,0000,第13選舉區,2,周陳曉玟,999,無黨籍及未經政黨推薦,女,35,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,14,000,0000,第14選舉區,1,李振榮,999,無黨籍及未經政黨推薦,男,60,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,14,000,0000,第14選舉區,2,李紀財 Mulaneng Paliuliu,999,無黨籍及未經政黨推薦,男,66,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,15,000,0000,第15選舉區,1,林采穎,999,無黨籍及未經政黨推薦,女,61,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,16,000,0000,第16選舉區,1,賴天賜,999,無黨籍及未經政黨推薦,男,63,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,013,16,000,0000,第16選舉區,2,杜仁勇,999,無黨籍及未經政黨推薦,男,69,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,013,16,000,0000,第16選舉區,3,柯海燕,999,無黨籍及未經政黨推薦,男,62,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,014,12,000,0000,第12選舉區,1,古志成,1,中國國民黨,男,51,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,014,13,000,0000,第13選舉區,1,張全馨嵐,1,中國國民黨,女,37,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,014,13,000,0000,第13選舉區,2,江金香,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,014,13,000,0000,第13選舉區,3,余秀芳,999,無黨籍及未經政黨推薦,女,55,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,014,14,000,0000,第14選舉區,1,章正輝 Lemaljiz．Kusaza,1,中國國民黨,男,59,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,014,14,000,0000,第14選舉區,2,林本森,999,無黨籍及未經政黨推薦,男,48,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,014,15,000,0000,第15選舉區,1,林芳如,999,無黨籍及未經政黨推薦,女,38,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,014,15,000,0000,第15選舉區,2,葉巴格力亞斯振宇,999,無黨籍及未經政黨推薦,男,57,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,014,15,000,0000,第15選舉區,3,蔡玉玲,1,中國國民黨,女,53,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,014,16,000,0000,第16選舉區,1,黃碧妹,999,無黨籍及未經政黨推薦,女,59,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,014,16,000,0000,第16選舉區,2,黃天德,999,無黨籍及未經政黨推薦,男,56,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,014,16,000,0000,第16選舉區,3,施森茂,999,無黨籍及未經政黨推薦,男,60,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,015,08,000,0000,第08選舉區,1,連一龍,999,無黨籍及未經政黨推薦,男,48,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,015,08,000,0000,第08選舉區,2,田韻馨,999,無黨籍及未經政黨推薦,女,46,Y,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,015,08,000,0000,第08選舉區,3,程美蓮,1,中國國民黨,女,53,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,015,09,000,0000,第09選舉區,1,吳香蘭 Hisa‧Sakay,1,中國國民黨,女,72,N,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,015,09,000,0000,第09選舉區,2,簡智隆,999,無黨籍及未經政黨推薦,男,45,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,city,10,015,10,000,0000,第10選舉區,1,高小成 Haisul．Tanapima,1,中國國民黨,男,59,Y,,未當選,N
2022,T3,議員(山地原住民)選舉,city,10,015,10,000,0000,第10選舉區,2,金淑敏,1,中國國民黨,女,58,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,63,000,08,000,0000,第08選舉區,1,李傅中武,1,中國國民黨,男,49,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,63,000,08,000,0000,第08選舉區,2,陳慧君 Mulas．Ismahasan,16,民主進步黨,女,37,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,63,000,08,000,0000,第08選舉區,3,高為人Sayun Watan,999,無黨籍及未經政黨推薦,女,31,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,64,000,13,000,0000,第13選舉區,1,葛姵瑩,999,無黨籍及未經政黨推薦,女,55,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,64,000,13,000,0000,第13選舉區,2,陳幸富,999,無黨籍及未經政黨推薦,男,50,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,64,000,14,000,0000,第14選舉區,1,高忠德 Takiludun．Anu,999,無黨籍及未經政黨推薦,男,50,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,64,000,14,000,0000,第14選舉區,2,賴文德,999,無黨籍及未經政黨推薦,男,57,Y,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,64,000,14,000,0000,第14選舉區,3,林錫閔,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,64,000,15,000,0000,第15選舉區,1,范織欽 Pasulang．Tomatalate,999,無黨籍及未經政黨推薦,男,65,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,64,000,15,000,0000,第15選舉區,2,林榮昊,1,中國國民黨,男,39,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,65,000,13,000,0000,第13選舉區,1,楊萬金,999,無黨籍及未經政黨推薦,男,65,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,65,000,13,000,0000,第13選舉區,2,馬見Lahuy．Ipin,106,無黨團結聯盟,男,30,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,65,000,13,000,0000,第13選舉區,3,林家豪,350,台灣民眾黨,男,39,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,65,000,13,000,0000,第13選舉區,4,何應明,1,中國國民黨,男,53,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,66,000,16,000,0000,第16選舉區,1,劉新仁,16,民主進步黨,男,58,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,66,000,16,000,0000,第16選舉區,2,古秀英,999,無黨籍及未經政黨推薦,女,60,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,66,000,16,000,0000,第16選舉區,3,林榮進,1,中國國民黨,男,75,Y,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,66,000,17,000,0000,第17選舉區,1,孫造雄,16,民主進步黨,男,57,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,66,000,17,000,0000,第17選舉區,2,朱元宏,999,無黨籍及未經政黨推薦,男,60,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,66,000,17,000,0000,第17選舉區,3,柯靜志,999,無黨籍及未經政黨推薦,男,45,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,67,000,13,000,0000,第13選舉區,1,賴惠美,999,無黨籍及未經政黨推薦,女,51,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,67,000,13,000,0000,第13選舉區,2,伍宗康,999,無黨籍及未經政黨推薦,男,44,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,67,000,13,000,0000,第13選舉區,3,施余興望 Tjakumay Tagaw,999,無黨籍及未經政黨推薦,男,54,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,68,000,14,000,0000,第14選舉區,1,歐蜜．偉浪,999,無黨籍及未經政黨推薦,男,59,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,68,000,14,000,0000,第14選舉區,2,周星文,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,68,000,14,000,0000,第14選舉區,3,蘇偉恩,999,無黨籍及未經政黨推薦,男,27,N,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,68,000,14,000,0000,第14選舉區,4,邱志成,16,民主進步黨,男,48,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,68,000,14,000,0000,第14選舉區,5,簡志偉,1,中國國民黨,男,44,Y,*,當選,Y
2022,T3,議員(山地原住民)選舉,prv,68,000,14,000,0000,第14選舉區,6,湯宏鈞,999,無黨籍及未經政黨推薦,男,30,N,,未當選,N
2022,T3,議員(山地原住民)選舉,prv,68,000,14,000,0000,第14選舉區,7,陳瑛,1,中國國民黨,女,55,Y,*,當選,Y
2022,D2,直轄市原住民區長選舉,單一,64,000,00,360,0000,茂林區,1,何忠勇,16,民主進步黨,男,60,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,64,000,00,360,0000,茂林區,2,趙文耀 Ase‧Takilawdru,1,中國國民黨,男,64,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,64,000,00,360,0000,茂林區,3,駱韋志,999,無黨籍及未經政黨推薦,男,58,N,*,當選,Y
2022,D2,直轄市原住民區長選舉,單一,64,000,00,370,0000,桃源區,1,張志誠Haisul ·Ispalavi,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,64,000,00,370,0000,桃源區,2,杜司偉Andrew Isbabanal,999,無黨籍及未經政黨推薦,男,45,N,*,當選,Y
2022,D2,直轄市原住民區長選舉,單一,64,000,00,370,0000,桃源區,3,謝正忠,999,無黨籍及未經政黨推薦,男,63,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,64,000,00,370,0000,桃源區,4,賴金龍,999,無黨籍及未經政黨推薦,男,65,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,64,000,00,380,0000,那瑪夏區,1,孔賢傑,999,無黨籍及未經政黨推薦,男,49,Y,*,當選,Y
2022,D2,直轄市原住民區長選舉,單一,64,000,00,380,0000,那瑪夏區,2,孫榮貴 Istanda．Vachi,999,無黨籍及未經政黨推薦,男,63,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,65,000,00,290,0000,烏來區,1,周至剛,999,無黨籍及未經政黨推薦,男,45,N,*,當選,Y
2022,D2,直轄市原住民區長選舉,單一,65,000,00,290,0000,烏來區,2,蔡馬新,999,無黨籍及未經政黨推薦,男,70,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,65,000,00,290,0000,烏來區,3,林東暭,999,無黨籍及未經政黨推薦,男,45,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,65,000,00,290,0000,烏來區,4,周守信,999,無黨籍及未經政黨推薦,男,65,Y,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,65,000,00,290,0000,烏來區,5,王子瑋,999,無黨籍及未經政黨推薦,男,42,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,66,000,00,290,0000,和平區,1,吳萬福,999,無黨籍及未經政黨推薦,男,63,Y,*,當選,Y
2022,D2,直轄市原住民區長選舉,單一,68,000,00,130,0000,復興區,1,游正英,1,中國國民黨,男,66,Y,*,當選,Y
2022,D2,直轄市原住民區長選舉,單一,68,000,00,130,0000,復興區,2,林秋霖,350,台灣民眾黨,男,54,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,68,000,00,130,0000,復興區,3,蘇佐璽,16,民主進步黨,男,50,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,68,000,00,130,0000,復興區,4,曾志湘,999,無黨籍及未經政黨推薦,男,65,N,,未當選,N
2022,D2,直轄市原住民區長選舉,單一,68,000,00,130,0000,復興區,5,楊春樹,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,1,林惠娟,999,無黨籍及未經政黨推薦,女,47,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,2,江魯金雲 Malereleve‧Maabaivi,999,無黨籍及未經政黨推薦,女,47,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,3,孫佩馨,999,無黨籍及未經政黨推薦,女,36,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,4,巫榮輝,999,無黨籍及未經政黨推薦,男,49,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,5,鄭善雄 Wvake‧Larangae,1,中國國民黨,男,65,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,6,金泰華,999,無黨籍及未經政黨推薦,男,60,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,7,藍建雄,1,中國國民黨,男,47,N,*,當選,Y
