年度,選舉種類,選舉種類名稱,檔別,省市,縣市,選舉區,鄉鎮市區,村里,行政區名稱,號次,姓名,政黨代號,政黨名稱,性別,年齡,現任,當選註記,當選註記語意,當選
2018,T1,議員(區域)選舉,prv,65,000,03,000,0000,新北市第03選區,12,李倩萍,16,民主進步黨,女,48,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,03,000,0000,新北市第03選區,13,陳啟能,16,民主進步黨,男,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,03,000,0000,新北市第03選區,14,顏群晃,999,無黨籍及未經政黨推薦,男,50,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,03,000,0000,新北市第03選區,15,林永鴻,16,民主進步黨,男,50,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,1,黃俊哲,16,民主進步黨,男,40,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,2,葉元之,1,中國國民黨,男,43,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,3,林國春,1,中國國民黨,男,50,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,4,何博文,16,民主進步黨,男,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,5,吳炳輝,999,無黨籍及未經政黨推薦,男,37,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,6,彭盛韶,267,時代力量,男,34,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,7,丁睿昇,999,無黨籍及未經政黨推薦,男,53,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,8,阮橋本,999,無黨籍及未經政黨推薦,男,47,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,9,張淑惠,999,無黨籍及未經政黨推薦,女,47,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,10,戴瑋姍,16,民主進步黨,女,28,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,11,王汝聰,74,新黨,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,12,劉美芳,1,中國國民黨,女,39,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,13,李婉鈺,999,無黨籍及未經政黨推薦,女,46,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,14,廖裕德,999,無黨籍及未經政黨推薦,男,67,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,15,周勝考,1,中國國民黨,男,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,16,曾煥嘉,1,中國國民黨,男,42,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,17,石一佑,16,民主進步黨,女,52,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,04,000,0000,新北市第04選區,18,王淑慧,16,民主進步黨,女,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,1,金瑞龍,1,中國國民黨,男,49,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,2,張祐銓,267,時代力量,男,33,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,3,蔡明璋,74,新黨,男,53,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,4,蔡宗霖,999,無黨籍及未經政黨推薦,男,66,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,5,張志豪,16,民主進步黨,男,37,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,6,游輝宂,106,無黨團結聯盟,男,35,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,7,陳錦錠,1,中國國民黨,女,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,8,林秀惠,16,民主進步黨,女,63,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,9,張維倩,16,民主進步黨,女,33,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,05,000,0000,新北市第05選區,10,邱烽堯,1,中國國民黨,男,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,06,000,0000,新北市第06選區,1,許昭興,16,民主進步黨,女,47,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,06,000,0000,新北市第06選區,2,連斐璠,1,中國國民黨,女,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,06,000,0000,新北市第06選區,3,陳鴻源,1,中國國民黨,男,51,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,06,000,0000,新北市第06選區,4,羅文崇,16,民主進步黨,男,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,1,江怡臻,1,中國國民黨,女,36,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,2,王明麗,1,中國國民黨,女,66,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,3,曾進益,16,民主進步黨,男,54,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,4,歐金獅,999,無黨籍及未經政黨推薦,男,66,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,5,鄭志宏,16,民主進步黨,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,6,高敏慧,16,民主進步黨,女,52,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,7,洪佳君,1,中國國民黨,女,41,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,8,廖宜琨,16,民主進步黨,男,36,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,9,彭成龍,16,民主進步黨,男,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,10,蘇泓欽,999,無黨籍及未經政黨推薦,男,39,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,11,張昭隆,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,12,黃永昌,1,中國國民黨,男,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,13,林銘仁,16,民主進步黨,男,58,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,14,林金結,1,中國國民黨,男,50,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,07,000,0000,新北市第07選區,15,陳世榮,999,無黨籍及未經政黨推薦,男,61,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,1,劉哲彰,1,中國國民黨,男,46,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,2,曾柏瑜,267,時代力量,女,27,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,3,金中玉,999,無黨籍及未經政黨推薦,男,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,4,陳永福,16,民主進步黨,男,60,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,5,吳柏瑋,259,樹黨,男,25,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,6,廖筱清,16,民主進步黨,女,62,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,7,唐慧琳,1,中國國民黨,女,47,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,08,000,0000,新北市第08選區,8,陳儀君,1,中國國民黨,女,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,09,000,0000,新北市第09選區,1,李仁林,1,中國國民黨,男,58,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,09,000,0000,新北市第09選區,2,謝簡,254,中華民國國政監督聯盟,男,53,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,09,000,0000,新北市第09選區,3,林裔綺,16,民主進步黨,女,50,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,1,黃瑞傳,999,無黨籍及未經政黨推薦,男,68,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,2,白珮茹,1,中國國民黨,女,43,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,3,張錦豪,16,民主進步黨,男,39,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,4,黃智姍,267,時代力量,女,40,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,5,廖先翔,1,中國國民黨,男,30,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,6,唐瓔庭,999,無黨籍及未經政黨推薦,男,54,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,7,李忠寶,999,無黨籍及未經政黨推薦,男,44,N,,未當選,N
2018,T1,議員(區域)選舉,prv,65,000,10,000,0000,新北市第10選區,8,周雅玲,16,民主進步黨,女,50,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,1,袁慧心,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,2,李柏瑟,16,民主進步黨,女,56,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,3,羅岳峰,79,綠黨,男,32,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,4,黃家齊,16,民主進步黨,男,28,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,5,洪春健,999,無黨籍及未經政黨推薦,男,57,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,6,李光達,16,民主進步黨,男,52,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,7,林政賢,1,中國國民黨,男,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,8,邱素芬,16,民主進步黨,女,52,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,9,簡智翔,267,時代力量,男,38,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,10,黃成峻,999,無黨籍及未經政黨推薦,男,40,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,11,黃永鎮,16,民主進步黨,男,44,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,12,陳美梅,1,中國國民黨,女,44,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,13,李曉鐘,1,中國國民黨,男,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,14,邱德順,999,無黨籍及未經政黨推薦,男,53,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,15,黃景熙,16,民主進步黨,男,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,16,余信憲,16,民主進步黨,男,29,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,17,黃婉如,1,中國國民黨,女,64,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,18,呂學培,999,無黨籍及未經政黨推薦,男,43,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,19,萬美玲,1,中國國民黨,女,49,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,20,詹江村,1,中國國民黨,男,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,21,蘇家明,1,中國國民黨,男,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,01,000,0000,桃園市第01選區,22,林國政,90,親民黨,男,52,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,02,000,0000,桃園市第02選區,1,聶哲淵,1,中國國民黨,男,54,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,02,000,0000,桃園市第02選區,2,林正峰,1,中國國民黨,男,68,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,02,000,0000,桃園市第02選區,3,牛煦庭,999,無黨籍及未經政黨推薦,男,28,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,02,000,0000,桃園市第02選區,4,李雲強,999,無黨籍及未經政黨推薦,男,59,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,02,000,0000,桃園市第02選區,5,林俐玲,16,民主進步黨,女,55,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,02,000,0000,桃園市第02選區,6,陳雅倫,16,民主進步黨,女,27,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,1,呂林小鳳,16,民主進步黨,女,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,2,王淑惠,16,民主進步黨,女,45,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,3,蔡永芳,16,民主進步黨,男,47,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,4,朱珍瑤,1,中國國民黨,女,35,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,5,段樹文,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,6,呂淑真,1,中國國民黨,女,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,7,李國安,999,無黨籍及未經政黨推薦,男,48,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,8,劉茂羣,1,中國國民黨,女,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,9,蘇世岳,999,無黨籍及未經政黨推薦,男,45,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,03,000,0000,桃園市第03選區,10,張文瑜,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,04,000,0000,桃園市第04選區,1,吳凱琳,999,無黨籍及未經政黨推薦,女,39,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,04,000,0000,桃園市第04選區,2,張永奇,90,親民黨,男,46,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,04,000,0000,桃園市第04選區,3,褚春來,1,中國國民黨,男,56,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,04,000,0000,桃園市第04選區,4,張桂綿,1,中國國民黨,女,43,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,04,000,0000,桃園市第04選區,5,郭麗華,16,民主進步黨,女,53,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,04,000,0000,桃園市第04選區,6,許清順,16,民主進步黨,男,53,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,04,000,0000,桃園市第04選區,7,劉勝全,999,無黨籍及未經政黨推薦,男,49,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,05,000,0000,桃園市第05選區,1,許朝童,999,無黨籍及未經政黨推薦,男,56,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,05,000,0000,桃園市第05選區,2,游吾和,16,民主進步黨,男,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,05,000,0000,桃園市第05選區,3,徐其萬,1,中國國民黨,男,60,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,06,000,0000,桃園市第06選區,1,江慶人,16,民主進步黨,男,42,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,06,000,0000,桃園市第06選區,2,李柏坊,1,中國國民黨,男,60,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,06,000,0000,桃園市第06選區,3,葉建宜,999,無黨籍及未經政黨推薦,男,60,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,06,000,0000,桃園市第06選區,4,陳治文,16,民主進步黨,女,48,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,06,000,0000,桃園市第06選區,5,楊朝偉,1,中國國民黨,男,51,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,1,張運炳,999,無黨籍及未經政黨推薦,男,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,2,謝柏寬,999,無黨籍及未經政黨推薦,男,44,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,3,葉明月,1,中國國民黨,女,57,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,4,黃傅淑香,16,民主進步黨,女,60,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,5,吳嘉和,1,中國國民黨,男,55,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,6,劉祐龍,267,時代力量,男,31,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,7,陳鈺方,999,無黨籍及未經政黨推薦,女,39,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,8,彭俊豪,16,民主進步黨,男,36,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,9,劉邦德,999,無黨籍及未經政黨推薦,男,48,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,10,王浩宇,79,綠黨,男,30,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,11,徐景文,16,民主進步黨,男,56,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,12,張曉昀,16,民主進步黨,女,31,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,13,賴立竹,999,無黨籍及未經政黨推薦,男,39,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,14,邱奕勝,1,中國國民黨,男,58,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,15,張昌章,16,民主進步黨,男,50,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,16,謝美英,999,無黨籍及未經政黨推薦,女,48,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,17,魯明哲,1,中國國民黨,男,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,18,梁為超,1,中國國民黨,男,44,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,19,劉安祺,1,中國國民黨,男,47,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,20,陳傳祥,999,無黨籍及未經政黨推薦,男,66,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,07,000,0000,桃園市第07選區,21,劉曾玉春,999,無黨籍及未經政黨推薦,女,63,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,1,張誠,268,民國黨,男,58,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,2,劉仁照,16,民主進步黨,男,37,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,3,歐陽霆,79,綠黨,男,27,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,4,王燕惠,16,民主進步黨,女,58,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,5,莊玉輝,999,無黨籍及未經政黨推薦,男,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,6,楊家俍,16,民主進步黨,男,38,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,7,黃敬平,1,中國國民黨,男,45,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,8,謝彰文,1,中國國民黨,女,60,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,9,劉念雲,338,左翼聯盟,女,36,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,10,劉邦鉉,16,民主進步黨,男,50,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,11,陳萬得,1,中國國民黨,男,65,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,08,000,0000,桃園市第08選區,12,舒翠玲,1,中國國民黨,女,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,1,陳秀玲,90,親民黨,女,57,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,2,謝秀蓉,999,無黨籍及未經政黨推薦,女,53,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,3,李家興,999,無黨籍及未經政黨推薦,男,61,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,4,彭聖富,999,無黨籍及未經政黨推薦,男,67,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,5,鄭淑方,16,民主進步黨,女,46,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,6,周玉琴,1,中國國民黨,女,60,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,7,涂權吉,1,中國國民黨,男,48,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,8,陳儀桓,16,民主進步黨,男,46,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,9,黃朱秀娥,999,無黨籍及未經政黨推薦,女,51,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,09,000,0000,桃園市第09選區,10,張鑑輝,999,無黨籍及未經政黨推薦,男,41,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,1,徐玉樹,1,中國國民黨,男,54,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,2,羅中隆,999,無黨籍及未經政黨推薦,男,66,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,3,張肇良,16,民主進步黨,男,54,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,4,劉熒隆,999,無黨籍及未經政黨推薦,男,45,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,5,魏筠,16,民主進步黨,女,38,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,6,沈佩玲,999,無黨籍及未經政黨推薦,女,38,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,7,廖威森,999,無黨籍及未經政黨推薦,男,47,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,8,游良福,999,無黨籍及未經政黨推薦,男,56,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,10,000,0000,桃園市第10選區,9,林昭賢,1,中國國民黨,男,40,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,11,000,0000,桃園市第11選區,1,陳睿生,16,民主進步黨,男,37,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,11,000,0000,桃園市第11選區,2,邱佳亮,999,無黨籍及未經政黨推薦,男,50,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,11,000,0000,桃園市第11選區,3,徐同治,999,無黨籍及未經政黨推薦,男,64,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,12,000,0000,桃園市第12選區,1,戴兆華,999,無黨籍及未經政黨推薦,男,38,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,12,000,0000,桃園市第12選區,2,歐炳辰,999,無黨籍及未經政黨推薦,男,61,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,12,000,0000,桃園市第12選區,3,吳宗憲,16,民主進步黨,男,59,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,68,000,12,000,0000,桃園市第12選區,4,江承洲,1,中國國民黨,男,33,N,,未當選,N
2018,T1,議員(區域)選舉,prv,68,000,12,000,0000,桃園市第12選區,5,郭蔡美英,16,民主進步黨,女,65,N,,未當選,N
2018,T1,議員(區域)選舉,prv,66,000,01,000,0000,臺中市第01選區,1,楊啓邦,1,中國國民黨,男,38,N,,未當選,N
2018,T1,議員(區域)選舉,prv,66,000,01,000,0000,臺中市第01選區,2,施志昌,16,民主進步黨,男,34,N,*,當選,Y
2018,T1,議員(區域)選舉,prv,66,000,01,000,0000,臺中市第01選區,3,陳献宗,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2018,T1,議員(區域)選舉,prv,66,000,01,000,0000,臺中市第01選區,4,吳敏濟,16,民主進步黨,男,62,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,66,000,01,000,0000,臺中市第01選區,5,李榮鴻,1,中國國民黨,男,69,Y,*,當選,Y
2018,T1,議員(區域)選舉,prv,66,000,02,000,0000,臺中市第02選區,1,洪麗華,999,無黨籍及未經政黨推薦,女,57,N,,未當選,N
2018,T1,議員(區域)選舉,prv,66,000,02,000,0000,臺中市第02選區,2,王立任,16,民主進步黨,男,49,Y,,未當選,N
2018,T1,議員(區域)選舉,prv,66,000,02,000,0000,臺中市第02選區,3,吳宜昌,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2018,T1,議員(區域)選舉,prv,66,000,02,000,0000,臺中市第02選區,4,陳奇勲,999,無黨籍及未經政黨推薦,男,66,N,,未當選,N
2018,T1,議員(區域)選舉,prv,66,000,02,000,0000,臺中市第02選區,5,張清照,1,中國國民黨,男,55,Y,*,當選,Y
