屆別,選舉種類,縣市名稱,本地鄉鎮代碼,本地鄉鎮名稱,目標鄉鎮代碼,目標鄉鎮名稱
2005,T3,高雄縣,024,甲仙鄉,022,甲仙鄉
2005,T3,高雄縣,025,杉林鄉,023,杉林鄉
2005,T3,高雄縣,026,內門鄉,024,內門鄉
2005,T3,高雄縣,027,三民鄉,027,三民鄉
2005,T3,屏東縣,001,九如鄉,008,九如鄉
2005,T3,屏東縣,002,里港鄉,009,里港鄉
2005,T3,屏東縣,003,鹽埔鄉,010,鹽埔鄉
2005,T3,屏東縣,004,高樹鄉,011,高樹鄉
2005,T3,屏東縣,005,三地門鄉,026,三地門鄉
2005,T3,屏東縣,006,屏東市,001,屏東市
2005,T3,屏東縣,007,長治鄉,006,長治鄉
2005,T3,屏東縣,008,麟洛鄉,007,麟洛鄉
2005,T3,屏東縣,009,內埔鄉,013,內埔鄉
2005,T3,屏東縣,010,瑪家鄉,028,瑪家鄉
2005,T3,屏東縣,011,萬丹鄉,005,萬丹鄉
2005,T3,屏東縣,012,萬巒鄉,012,萬巒鄉
2005,T3,屏東縣,013,竹田鄉,014,竹田鄉
2005,T3,屏東縣,014,泰武鄉,029,泰武鄉
2005,T3,屏東縣,015,潮州鎮,002,潮州鎮
2005,T3,屏東縣,016,新埤鄉,015,新埤鄉
2005,T3,屏東縣,017,新園鄉,017,新園鄉
2005,T3,屏東縣,018,崁頂鄉,018,崁頂鄉
2005,T3,屏東縣,019,南州鄉,020,南州鄉
2005,T3,屏東縣,020,來義鄉,030,來義鄉
2005,T3,屏東縣,021,東港鎮,003,東港鎮
2005,T3,屏東縣,022,枋寮鄉,016,枋寮鄉
2005,T3,屏東縣,023,林邊鄉,019,林邊鄉
2005,T3,屏東縣,024,佳冬鄉,021,佳冬鄉
2005,T3,屏東縣,025,琉球鄉,022,琉球鄉
2005,T3,屏東縣,026,春日鄉,031,春日鄉
2005,T3,屏東縣,027,枋山鄉,025,枋山鄉
2005,T3,屏東縣,028,獅子鄉,032,獅子鄉
2005,T3,屏東縣,029,恆春鎮,004,恆春鎮
2005,T3,屏東縣,030,車城鄉,023,車城鄉
2005,T3,屏東縣,031,滿州鄉,024,滿州鄉
2005,T3,屏東縣,032,牡丹鄉,033,牡丹鄉
2005,T3,屏東縣,033,霧臺鄉,027,霧臺鄉
2005,T3,臺東縣,001,成功鎮,002,成功鎮
2005,T3,臺東縣,002,卑南鄉,004,卑南鄉
2005,T3,臺東縣,003,東河鄉,007,東河鄉
2005,T3,臺東縣,004,長濱鄉,008,長濱鄉
2005,T3,臺東縣,005,延平鄉,013,延平鄉
2005,T3,臺東縣,006,關山鎮,003,關山鎮
2005,T3,臺東縣,007,鹿野鄉,005,鹿野鄉
2005,T3,臺東縣,008,池上鄉,006,池上鄉
2005,T3,臺東縣,009,海端鄉,012,海端鄉
2005,T3,臺東縣,010,麻里鄉,009,太麻里鄉
2005,T3,臺東縣,011,金峰鄉,014,金峰鄉
2005,T3,臺東縣,012,大武鄉,010,大武鄉
2005,T3,臺東縣,013,達仁鄉,015,達仁鄉
2005,T3,臺東縣,014,台東市,001,台東市
2005,T3,臺東縣,015,綠島鄉,011,綠島鄉
2005,T3,臺東縣,016,蘭嶼鄉,016,蘭嶼鄉
2005,T3,花蓮縣,001,花蓮市,001,花蓮市
2005,T3,花蓮縣,002,新城鄉,002,新城鄉
2005,T3,花蓮縣,003,秀林鄉,003,秀林鄉
2005,T3,花蓮縣,004,吉安鄉,004,吉安鄉
2005,T3,花蓮縣,005,壽豐鄉,005,壽豐鄉
2005,T3,花蓮縣,006,鳳林鎮,006,鳳林鎮
2005,T3,花蓮縣,007,光復鄉,007,光復鄉
2005,T3,花蓮縣,008,豐濱鄉,008,豐濱鄉
2005,T3,花蓮縣,009,萬榮鄉,009,萬榮鄉
2005,T3,花蓮縣,010,瑞穗鄉,010,瑞穗鄉
2005,T3,花蓮縣,011,玉里鎮,011,玉里鎮
2005,T3,花蓮縣,012,富里鄉,012,富里鄉
2005,T3,花蓮縣,013,卓溪鄉,013,卓溪鄉
