屆別,選舉種類,縣市名稱,本地鄉鎮代碼,本地鄉鎮名稱,目標鄉鎮代碼,目標鄉鎮名稱
1998,T2,臺北縣,001,板橋市,001,板橋市
1998,T2,臺北縣,002,三重市,008,三重市
1998,T2,臺北縣,003,中和市,002,中和市
1998,T2,臺北縣,004,永和市,003,永和市
1998,T2,臺北縣,005,新莊市,010,新莊市
1998,T2,臺北縣,006,新店市,025,新店市
1998,T2,臺北縣,007,樹林市,004,樹林市
1998,T2,臺北縣,008,鶯歌鎮,005,鶯歌鎮
1998,T2,臺北縣,009,三峽鎮,006,三峽鎮
1998,T2,臺北縣,010,淡水鎮,014,淡水鎮
1998,T2,臺北縣,011,汐止市,018,汐止市
1998,T2,臺北縣,012,瑞芳鎮,021,瑞芳鎮
1998,T2,臺北縣,013,土城市,007,土城市
1998,T2,臺北縣,014,蘆洲市,009,蘆洲市
1998,T2,臺北縣,015,五股鄉,011,五股鄉
1998,T2,臺北縣,016,泰山鄉,012,泰山鄉
1998,T2,臺北縣,017,林口鄉,013,林口鄉
1998,T2,臺北縣,018,深坑鄉,026,深坑鄉
1998,T2,臺北縣,019,石碇鄉,027,石碇鄉
1998,T2,臺北縣,020,坪林鄉,028,坪林鄉
1998,T2,臺北縣,021,三芝鄉,015,三芝鄉
1998,T2,臺北縣,022,石門鄉,016,石門鄉
1998,T2,臺北縣,023,八里鄉,017,八里鄉
1998,T2,臺北縣,024,平溪鄉,022,平溪鄉
1998,T2,臺北縣,025,雙溪鄉,023,雙溪鄉
1998,T2,臺北縣,026,貢寮鄉,024,貢寮鄉
1998,T2,臺北縣,027,金山鄉,019,金山鄉
1998,T2,臺北縣,028,萬里鄉,020,萬里鄉
1998,T2,臺北縣,029,烏來鄉,029,烏來鄉
1998,T2,桃園縣,001,桃園市,001,桃園市
1998,T2,桃園縣,002,中壢市,008,中壢市
1998,T2,桃園縣,003,大溪鎮,006,大溪鎮
1998,T2,桃園縣,004,楊梅鎮,010,楊梅鎮
1998,T2,桃園縣,005,蘆竹鄉,004,蘆竹鄉
1998,T2,桃園縣,006,大園鄉,005,大園鄉
1998,T2,桃園縣,007,龜山鄉,002,龜山鄉
1998,T2,桃園縣,008,八德市,003,八德市
1998,T2,桃園縣,009,龍潭鄉,011,龍潭鄉
1998,T2,桃園縣,010,平鎮市,009,平鎮市
1998,T2,桃園縣,011,新屋鄉,012,新屋鄉
1998,T2,桃園縣,012,觀音鄉,013,觀音鄉
1998,T2,桃園縣,013,復興鄉,007,復興鄉
1998,T2,苗栗縣,001,苗栗市,001,苗栗市
1998,T2,苗栗縣,002,苑裡鎮,007,苑裡鎮
1998,T2,苗栗縣,003,通霄鎮,008,通霄鎮
1998,T2,苗栗縣,004,竹南鎮,009,竹南鎮
1998,T2,苗栗縣,005,頭份鎮,012,頭份鎮
1998,T2,苗栗縣,006,後龍鎮,010,後龍鎮
1998,T2,苗栗縣,007,卓蘭鎮,015,卓蘭鎮
1998,T2,苗栗縣,008,大湖鄉,016,大湖鄉
1998,T2,苗栗縣,009,公館鄉,002,公館鄉
1998,T2,苗栗縣,010,銅鑼鄉,004,銅鑼鄉
1998,T2,苗栗縣,011,南庄鄉,013,南庄鄉
1998,T2,苗栗縣,012,頭屋鄉,003,頭屋鄉
1998,T2,苗栗縣,013,三義鄉,005,三義鄉
1998,T2,苗栗縣,014,西湖鄉,006,西湖鄉
1998,T2,苗栗縣,015,造橋鄉,011,造橋鄉
1998,T2,苗栗縣,016,三灣鄉,014,三灣鄉
1998,T2,苗栗縣,017,獅潭鄉,017,獅潭鄉
1998,T2,苗栗縣,018,泰安鄉,018,泰安鄉
1998,T2,臺中縣,001,豐原市,001,豐原市
1998,T2,臺中縣,002,東勢鎮,006,東勢鎮
1998,T2,臺中縣,003,大甲鎮,010,大甲鎮
1998,T2,臺中縣,004,清水鎮,013,清水鎮
1998,T2,臺中縣,005,沙鹿鎮,014,沙鹿鎮
1998,T2,臺中縣,006,梧棲鎮,015,梧棲鎮
1998,T2,臺中縣,007,后里鄉,002,后里鄉
1998,T2,臺中縣,008,神岡鄉,003,神岡鄉
1998,T2,臺中縣,009,潭子鄉,004,潭子鄉
1998,T2,臺中縣,010,大雅鄉,005,大雅鄉
1998,T2,臺中縣,011,新社鄉,007,新社鄉
1998,T2,臺中縣,012,石岡鄉,008,石岡鄉
1998,T2,臺中縣,013,外埔鄉,011,外埔鄉
1998,T2,臺中縣,014,大安鄉,012,大安鄉
1998,T2,臺中縣,015,烏日鄉,016,烏日鄉
1998,T2,臺中縣,016,大肚鄉,017,大肚鄉
1998,T2,臺中縣,017,龍井鄉,018,龍井鄉
1998,T2,臺中縣,018,霧峰鄉,019,霧峰鄉
1998,T2,臺中縣,019,太平市,020,太平市
1998,T2,臺中縣,020,大里市,021,大里市
1998,T2,臺中縣,021,和平鄉,009,和平鄉
1998,T2,高雄縣,001,鳳山市,001,鳳山市
1998,T2,高雄縣,002,林園鄉,006,林園鄉
1998,T2,高雄縣,003,大寮鄉,007,大寮鄉
1998,T2,高雄縣,004,大樹鄉,002,大樹鄉
1998,T2,高雄縣,005,大社鄉,003,大社鄉
1998,T2,高雄縣,006,仁武鄉,004,仁武鄉
1998,T2,高雄縣,007,鳥松鄉,005,鳥松鄉
1998,T2,高雄縣,008,岡山鎮,008,岡山鎮
1998,T2,高雄縣,009,橋頭鄉,009,橋頭鄉
1998,T2,高雄縣,010,燕巢鄉,010,燕巢鄉
1998,T2,高雄縣,011,田寮鄉,011,田寮鄉
1998,T2,高雄縣,012,阿蓮鄉,012,阿蓮鄉
1998,T2,高雄縣,013,路竹鄉,013,路竹鄉
1998,T2,高雄縣,014,湖內鄉,014,湖內鄉
1998,T2,高雄縣,015,茄萣鄉,015,茄萣鄉
1998,T2,高雄縣,016,永安鄉,016,永安鄉
1998,T2,高雄縣,017,彌陀鄉,017,彌陀鄉
1998,T2,高雄縣,018,梓官鄉,018,梓官鄉
1998,T2,高雄縣,019,旗山鎮,019,旗山鎮
1998,T2,高雄縣,020,美濃鎮,024,美濃鎮
1998,T2,高雄縣,021,六龜鄉,025,六龜鄉
1998,T2,高雄縣,022,甲仙鄉,020,甲仙鄉
1998,T2,高雄縣,023,杉林鄉,021,杉林鄉
1998,T2,高雄縣,024,內門鄉,022,內門鄉
1998,T2,高雄縣,025,茂林鄉,026,茂林鄉
1998,T2,高雄縣,026,桃源鄉,027,桃源鄉
1998,T2,高雄縣,027,三民鄉,023,三民鄉
1998,T2,屏東縣,001,屏東市,001,屏東市
1998,T2,屏東縣,002,潮州鎮,011,潮州鎮
1998,T2,屏東縣,003,東港鎮,020,東港鎮
1998,T2,屏東縣,004,恆春鎮,027,恆春鎮
1998,T2,屏東縣,005,萬丹鄉,021,萬丹鄉
1998,T2,屏東縣,006,長治鄉,002,長治鄉
1998,T2,屏東縣,007,麟洛鄉,003,麟洛鄉
1998,T2,屏東縣,008,九如鄉,004,九如鄉
1998,T2,屏東縣,009,里港鄉,005,里港鄉
1998,T2,屏東縣,010,鹽埔鄉,006,鹽埔鄉
1998,T2,屏東縣,011,高樹鄉,007,高樹鄉
1998,T2,屏東縣,012,萬巒鄉,012,萬巒鄉
1998,T2,屏東縣,013,內埔鄉,013,內埔鄉
1998,T2,屏東縣,014,竹田鄉,014,竹田鄉
1998,T2,屏東縣,015,新埤鄉,015,新埤鄉
1998,T2,屏東縣,016,枋寮鄉,016,枋寮鄉
1998,T2,屏東縣,017,新園鄉,022,新園鄉
1998,T2,屏東縣,018,崁頂鄉,023,崁頂鄉
1998,T2,屏東縣,019,林邊鄉,024,林邊鄉
1998,T2,屏東縣,020,南州鄉,025,南州鄉
1998,T2,屏東縣,021,佳冬鄉,026,佳冬鄉
1998,T2,屏東縣,022,琉球鄉,033,琉球鄉
1998,T2,屏東縣,023,車城鄉,028,車城鄉
1998,T2,屏東縣,024,滿州鄉,029,滿州鄉
1998,T2,屏東縣,025,枋山鄉,030,枋山鄉
1998,T2,屏東縣,026,三地門鄉,008,三地門鄉
1998,T2,屏東縣,027,霧臺鄉,009,霧臺鄉
1998,T2,屏東縣,028,瑪家鄉,010,瑪家鄉
1998,T2,屏東縣,029,泰武鄉,017,泰武鄉
1998,T2,屏東縣,030,來義鄉,018,來義鄉
1998,T2,屏東縣,031,春日鄉,019,春日鄉
1998,T2,屏東縣,032,獅子鄉,031,獅子鄉
1998,T2,屏東縣,033,牡丹鄉,032,牡丹鄉
1998,T2,臺東縣,001,臺東市,001,臺東市
1998,T2,臺東縣,002,卑南鄉,004,卑南鄉
1998,T2,臺東縣,003,太麻里鄉,013,太麻里鄉
1998,T2,臺東縣,004,大武鄉,014,大武鄉
1998,T2,臺東縣,005,金峰鄉,015,金峰鄉
1998,T2,臺東縣,006,達仁鄉,016,達仁鄉
1998,T2,臺東縣,007,蘭嶼鄉,003,蘭嶼鄉
1998,T2,臺東縣,008,關山鎮,009,關山鎮
1998,T2,臺東縣,009,鹿野鄉,010,鹿野鄉
1998,T2,臺東縣,010,池上鄉,011,池上鄉
1998,T2,臺東縣,011,海端鄉,012,海端鄉
1998,T2,臺東縣,012,延平鄉,005,延平鄉
1998,T2,臺東縣,013,成功鎮,006,成功鎮
1998,T2,臺東縣,014,東河鄉,007,東河鄉
1998,T2,臺東縣,015,長濱鄉,008,長濱鄉
1998,T2,臺東縣,016,綠島鄉,002,綠島鄉
1998,T2,花蓮縣,001,花蓮市,001,花蓮市
1998,T2,花蓮縣,002,新城鄉,002,新城鄉
1998,T2,花蓮縣,003,吉安鄉,005,吉安鄉
1998,T2,花蓮縣,004,秀林鄉,003,秀林鄉
1998,T2,花蓮縣,005,鳳林鎮,004,鳳林鎮
1998,T2,花蓮縣,006,壽豐鄉,006,壽豐鄉
1998,T2,花蓮縣,007,光復鄉,007,光復鄉
1998,T2,花蓮縣,008,豐濱鄉,008,豐濱鄉
1998,T2,花蓮縣,009,萬榮鄉,009,萬榮鄉
1998,T2,花蓮縣,010,玉里鎮,010,玉里鎮
1998,T2,花蓮縣,011,瑞穗鄉,011,瑞穗鄉
1998,T2,花蓮縣,012,富里鄉,012,富里鄉
1998,T2,花蓮縣,013,卓溪鄉,013,卓溪鄉
1998,T2,基隆市,001,中正區,001,中正區
1998,T2,基隆市,002,七堵區,007,七堵區
1998,T2,基隆市,003,暖暖區,006,暖暖區
1998,T2,基隆市,004,仁愛區,003,仁愛區
1998,T2,基隆市,005,中山區,004,中山區
1998,T2,基隆市,006,安樂區,005,安樂區
1998,T2,基隆市,007,信義區,002,信義區
1998,T3,臺北縣,001,板橋市,001,板橋市
1998,T3,臺北縣,002,三重市,008,三重市
1998,T3,臺北縣,003,中和市,002,中和市
1998,T3,臺北縣,004,永和市,003,永和市
1998,T3,臺北縣,005,新莊市,010,新莊市
1998,T3,臺北縣,006,新店市,025,新店市
1998,T3,臺北縣,007,樹林市,004,樹林市
1998,T3,臺北縣,008,鶯歌鎮,005,鶯歌鎮
1998,T3,臺北縣,009,三峽鎮,006,三峽鎮
1998,T3,臺北縣,010,淡水鎮,014,淡水鎮
1998,T3,臺北縣,011,汐止市,018,汐止市
1998,T3,臺北縣,012,瑞芳鎮,021,瑞芳鎮
1998,T3,臺北縣,013,土城市,007,土城市
1998,T3,臺北縣,014,蘆洲市,009,蘆洲市
1998,T3,臺北縣,015,五股鄉,011,五股鄉
1998,T3,臺北縣,016,泰山鄉,012,泰山鄉
1998,T3,臺北縣,017,林口鄉,013,林口鄉
1998,T3,臺北縣,018,深坑鄉,026,深坑鄉
1998,T3,臺北縣,019,石碇鄉,027,石碇鄉
1998,T3,臺北縣,020,坪林鄉,028,坪林鄉
1998,T3,臺北縣,021,三芝鄉,015,三芝鄉
1998,T3,臺北縣,022,石門鄉,016,石門鄉
1998,T3,臺北縣,023,八里鄉,017,八里鄉
1998,T3,臺北縣,024,平溪鄉,022,平溪鄉
1998,T3,臺北縣,025,雙溪鄉,023,雙溪鄉
1998,T3,臺北縣,026,貢寮鄉,024,貢寮鄉
1998,T3,臺北縣,027,金山鄉,019,金山鄉
1998,T3,臺北縣,028,萬里鄉,020,萬里鄉
1998,T3,臺北縣,029,烏來鄉,029,烏來鄉
1998,T3,宜蘭縣,001,宜蘭市,001,宜蘭市
1998,T3,宜蘭縣,002,頭城鎮,002,頭城鎮
1998,T3,宜蘭縣,003,礁溪鄉,003,礁溪鄉
1998,T3,宜蘭縣,004,壯圍鄉,005,壯圍鄉
1998,T3,宜蘭縣,005,員山鄉,004,員山鄉
1998,T3,宜蘭縣,006,三星鄉,009,三星鄉
1998,T3,宜蘭縣,007,大同鄉,010,大同鄉
1998,T3,宜蘭縣,008,羅東鎮,006,羅東鎮
1998,T3,宜蘭縣,009,蘇澳鎮,011,蘇澳鎮
1998,T3,宜蘭縣,010,冬山鄉,008,冬山鄉
1998,T3,宜蘭縣,011,五結鄉,007,五結鄉
1998,T3,宜蘭縣,012,南澳鄉,012,南澳鄉
1998,T3,桃園縣,001,桃園市,001,桃園市
1998,T3,桃園縣,002,中壢市,008,中壢市
1998,T3,桃園縣,003,大溪鎮,006,大溪鎮
1998,T3,桃園縣,004,楊梅鎮,010,楊梅鎮
1998,T3,桃園縣,005,蘆竹鄉,004,蘆竹鄉
1998,T3,桃園縣,006,大園鄉,005,大園鄉
1998,T3,桃園縣,007,龜山鄉,002,龜山鄉
1998,T3,桃園縣,008,八德市,003,八德市
1998,T3,桃園縣,009,龍潭鄉,011,龍潭鄉
1998,T3,桃園縣,010,平鎮市,009,平鎮市
1998,T3,桃園縣,011,新屋鄉,012,新屋鄉
1998,T3,桃園縣,012,觀音鄉,013,觀音鄉
1998,T3,桃園縣,013,復興鄉,007,復興鄉
1998,T3,新竹縣,001,竹北市,001,竹北市
1998,T3,新竹縣,002,新埔鎮,005,新埔鎮
1998,T3,新竹縣,003,關西鎮,004,關西鎮
1998,T3,新竹縣,004,湖口鄉,002,湖口鄉
1998,T3,新竹縣,005,新豐鄉,003,新豐鄉
1998,T3,新竹縣,006,橫山鄉,006,橫山鄉
1998,T3,新竹縣,007,尖石鄉,007,尖石鄉
1998,T3,新竹縣,008,竹東鎮,009,竹東鎮
1998,T3,新竹縣,009,芎林鄉,008,芎林鄉
1998,T3,新竹縣,010,北埔鄉,012,北埔鄉
1998,T3,新竹縣,011,寶山鄉,010,寶山鄉
1998,T3,新竹縣,012,峨眉鄉,013,峨眉鄉
1998,T3,新竹縣,013,五峰鄉,011,五峰鄉
1998,T3,苗栗縣,001,苗栗市,001,苗栗市
1998,T3,苗栗縣,002,苑裡鎮,007,苑裡鎮
1998,T3,苗栗縣,003,通霄鎮,008,通霄鎮
1998,T3,苗栗縣,004,竹南鎮,009,竹南鎮
1998,T3,苗栗縣,005,頭份鎮,012,頭份鎮
1998,T3,苗栗縣,006,後龍鎮,010,後龍鎮
1998,T3,苗栗縣,007,卓蘭鎮,015,卓蘭鎮
1998,T3,苗栗縣,008,大湖鄉,016,大湖鄉
1998,T3,苗栗縣,009,公館鄉,002,公館鄉
1998,T3,苗栗縣,010,銅鑼鄉,004,銅鑼鄉
1998,T3,苗栗縣,011,南庄鄉,013,南庄鄉
1998,T3,苗栗縣,012,頭屋鄉,003,頭屋鄉
1998,T3,苗栗縣,013,三義鄉,005,三義鄉
1998,T3,苗栗縣,014,西湖鄉,006,西湖鄉
1998,T3,苗栗縣,015,造橋鄉,011,造橋鄉
1998,T3,苗栗縣,016,三灣鄉,014,三灣鄉
1998,T3,苗栗縣,017,獅潭鄉,017,獅潭鄉
1998,T3,苗栗縣,018,泰安鄉,018,泰安鄉
1998,T3,臺中縣,001,豐原市,001,豐原市
1998,T3,臺中縣,002,東勢鎮,006,東勢鎮
1998,T3,臺中縣,003,大甲鎮,010,大甲鎮
1998,T3,臺中縣,004,清水鎮,013,清水鎮
1998,T3,臺中縣,005,沙鹿鎮,014,沙鹿鎮
1998,T3,臺中縣,006,梧棲鎮,015,梧棲鎮
1998,T3,臺中縣,007,后里鄉,002,后里鄉
1998,T3,臺中縣,008,神岡鄉,003,神岡鄉
1998,T3,臺中縣,009,潭子鄉,004,潭子鄉
1998,T3,臺中縣,010,大雅鄉,005,大雅鄉
1998,T3,臺中縣,011,新社鄉,007,新社鄉
1998,T3,臺中縣,012,石岡鄉,008,石岡鄉
1998,T3,臺中縣,013,外埔鄉,011,外埔鄉
1998,T3,臺中縣,014,大安鄉,012,大安鄉
1998,T3,臺中縣,015,烏日鄉,016,烏日鄉
1998,T3,臺中縣,016,大肚鄉,017,大肚鄉
1998,T3,臺中縣,017,龍井鄉,018,龍井鄉
1998,T3,臺中縣,018,霧峰鄉,019,霧峰鄉
1998,T3,臺中縣,019,太平市,020,太平市
1998,T3,臺中縣,020,大里市,021,大里市
1998,T3,臺中縣,021,和平鄉,009,和平鄉
1998,T3,南投縣,001,竹山鎮,009,竹山鎮
1998,T3,南投縣,002,集集鎮,005,集集鎮
1998,T3,南投縣,003,名間鄉,002,名間鄉
1998,T3,南投縣,004,鹿谷鄉,010,鹿谷鄉
1998,T3,南投縣,005,魚池鄉,006,魚池鄉
1998,T3,南投縣,006,水里鄉,007,水里鄉
1998,T3,南投縣,007,信義鄉,008,信義鄉
1998,T3,南投縣,008,南投市,001,南投市
1998,T3,南投縣,009,埔里鎮,011,埔里鎮
1998,T3,南投縣,010,草屯鎮,003,草屯鎮
1998,T3,南投縣,011,中寮鄉,004,中寮鄉
1998,T3,南投縣,012,國姓鄉,012,國姓鄉
1998,T3,南投縣,013,仁愛鄉,013,仁愛鄉
1998,T3,嘉義縣,001,太保市,001,太保市
1998,T3,嘉義縣,002,朴子市,009,朴子市
1998,T3,嘉義縣,003,布袋鎮,012,布袋鎮
1998,T3,嘉義縣,004,大林鎮,006,大林鎮
1998,T3,嘉義縣,005,民雄鄉,004,民雄鄉
1998,T3,嘉義縣,006,溪口鄉,007,溪口鄉
1998,T3,嘉義縣,007,新港鄉,005,新港鄉
1998,T3,嘉義縣,008,六腳鄉,010,六腳鄉
1998,T3,嘉義縣,009,東石鄉,011,東石鄉
1998,T3,嘉義縣,010,義竹鄉,013,義竹鄉
1998,T3,嘉義縣,011,鹿草鄉,002,鹿草鄉
1998,T3,嘉義縣,012,水上鄉,003,水上鄉
1998,T3,嘉義縣,013,中埔鄉,014,中埔鄉
1998,T3,嘉義縣,014,竹崎鄉,015,竹崎鄉
1998,T3,嘉義縣,015,梅山鄉,008,梅山鄉
1998,T3,嘉義縣,016,番路鄉,016,番路鄉
1998,T3,嘉義縣,017,大埔鄉,017,大埔鄉
1998,T3,嘉義縣,018,阿里山鄉,018,阿里山鄉
1998,T3,高雄縣,001,鳳山市,001,鳳山市
1998,T3,高雄縣,002,林園鄉,006,林園鄉
1998,T3,高雄縣,003,大寮鄉,007,大寮鄉
1998,T3,高雄縣,004,大樹鄉,002,大樹鄉
1998,T3,高雄縣,005,大社鄉,003,大社鄉
1998,T3,高雄縣,006,仁武鄉,004,仁武鄉
1998,T3,高雄縣,007,鳥松鄉,005,鳥松鄉
1998,T3,高雄縣,008,茂林鄉,026,茂林鄉
1998,T3,高雄縣,009,岡山鎮,008,岡山鎮
1998,T3,高雄縣,010,橋頭鄉,009,橋頭鄉
1998,T3,高雄縣,011,燕巢鄉,010,燕巢鄉
1998,T3,高雄縣,012,田寮鄉,011,田寮鄉
1998,T3,高雄縣,013,阿蓮鄉,012,阿蓮鄉
1998,T3,高雄縣,014,美濃鎮,024,美濃鎮
1998,T3,高雄縣,015,六龜鄉,025,六龜鄉
1998,T3,高雄縣,016,桃源鄉,027,桃源鄉
1998,T3,高雄縣,017,路竹鄉,013,路竹鄉
1998,T3,高雄縣,018,湖內鄉,014,湖內鄉
1998,T3,高雄縣,019,茄萣鄉,015,茄萣鄉
1998,T3,高雄縣,020,永安鄉,016,永安鄉
1998,T3,高雄縣,021,彌陀鄉,017,彌陀鄉
1998,T3,高雄縣,022,梓官鄉,018,梓官鄉
1998,T3,高雄縣,023,旗山鎮,019,旗山鎮
1998,T3,高雄縣,024,甲仙鄉,020,甲仙鄉
1998,T3,高雄縣,025,杉林鄉,021,杉林鄉
1998,T3,高雄縣,026,內門鄉,022,內門鄉
1998,T3,高雄縣,027,三民鄉,023,三民鄉
1998,T3,屏東縣,001,九如鄉,004,九如鄉
1998,T3,屏東縣,002,里港鄉,005,里港鄉
1998,T3,屏東縣,003,鹽埔鄉,006,鹽埔鄉
1998,T3,屏東縣,004,高樹鄉,007,高樹鄉
1998,T3,屏東縣,005,三地門鄉,008,三地門鄉
1998,T3,屏東縣,006,屏東市,001,屏東市
1998,T3,屏東縣,007,長治鄉,002,長治鄉
1998,T3,屏東縣,008,麟洛鄉,003,麟洛鄉
1998,T3,屏東縣,009,內埔鄉,013,內埔鄉
1998,T3,屏東縣,010,瑪家鄉,010,瑪家鄉
1998,T3,屏東縣,011,萬丹鄉,021,萬丹鄉
1998,T3,屏東縣,012,萬巒鄉,012,萬巒鄉
1998,T3,屏東縣,013,竹田鄉,014,竹田鄉
1998,T3,屏東縣,014,泰武鄉,017,泰武鄉
1998,T3,屏東縣,015,潮州鎮,011,潮州鎮
1998,T3,屏東縣,016,新埤鄉,015,新埤鄉
1998,T3,屏東縣,017,新園鄉,022,新園鄉
1998,T3,屏東縣,018,崁頂鄉,023,崁頂鄉
1998,T3,屏東縣,019,南州鄉,025,南州鄉
1998,T3,屏東縣,020,來義鄉,018,來義鄉
1998,T3,屏東縣,021,東港鎮,020,東港鎮
1998,T3,屏東縣,022,枋寮鄉,016,枋寮鄉
1998,T3,屏東縣,023,林邊鄉,024,林邊鄉
1998,T3,屏東縣,024,佳冬鄉,026,佳冬鄉
1998,T3,屏東縣,025,琉球鄉,033,琉球鄉
1998,T3,屏東縣,026,春日鄉,019,春日鄉
1998,T3,屏東縣,027,枋山鄉,030,枋山鄉
1998,T3,屏東縣,028,獅子鄉,031,獅子鄉
1998,T3,屏東縣,029,恆春鎮,027,恆春鎮
1998,T3,屏東縣,030,車城鄉,028,車城鄉
1998,T3,屏東縣,031,滿州鄉,029,滿州鄉
1998,T3,屏東縣,032,牡丹鄉,032,牡丹鄉
1998,T3,屏東縣,033,霧臺鄉,009,霧臺鄉
1998,T3,臺東縣,001,成功鎮,006,成功鎮
1998,T3,臺東縣,002,卑南鄉,004,卑南鄉
1998,T3,臺東縣,003,東河鄉,007,東河鄉
1998,T3,臺東縣,004,長濱鄉,008,長濱鄉
1998,T3,臺東縣,005,延平鄉,005,延平鄉
1998,T3,臺東縣,006,關山鎮,009,關山鎮
1998,T3,臺東縣,007,鹿野鄉,010,鹿野鄉
1998,T3,臺東縣,008,池上鄉,011,池上鄉
1998,T3,臺東縣,009,海端鄉,012,海端鄉
1998,T3,臺東縣,010,太麻里鄉,013,太麻里鄉
1998,T3,臺東縣,011,金峰鄉,015,金峰鄉
1998,T3,臺東縣,012,大武鄉,014,大武鄉
1998,T3,臺東縣,013,達仁鄉,016,達仁鄉
1998,T3,臺東縣,014,臺東市,001,臺東市
1998,T3,臺東縣,015,綠島鄉,002,綠島鄉
1998,T3,臺東縣,016,蘭嶼鄉,003,蘭嶼鄉
1998,T3,花蓮縣,001,花蓮市,001,花蓮市
1998,T3,花蓮縣,002,新城鄉,002,新城鄉
1998,T3,花蓮縣,003,吉安鄉,005,吉安鄉
1998,T3,花蓮縣,004,壽豐鄉,006,壽豐鄉
1998,T3,花蓮縣,005,秀林鄉,003,秀林鄉
1998,T3,花蓮縣,006,鳳林鎮,004,鳳林鎮
1998,T3,花蓮縣,007,光復鄉,007,光復鄉
1998,T3,花蓮縣,008,豐濱鄉,008,豐濱鄉
1998,T3,花蓮縣,009,瑞穗鄉,011,瑞穗鄉
1998,T3,花蓮縣,010,萬榮鄉,009,萬榮鄉
1998,T3,花蓮縣,011,玉里鎮,010,玉里鎮
1998,T3,花蓮縣,012,富里鄉,012,富里鄉
1998,T3,花蓮縣,013,卓溪鄉,013,卓溪鄉
2002,T2,臺北縣,001,板橋市,001,板橋市
2002,T2,臺北縣,002,三重市,008,三重市
2002,T2,臺北縣,003,中和市,002,中和市
2002,T2,臺北縣,004,永和市,003,永和市
2002,T2,臺北縣,005,新莊市,010,新莊市
2002,T2,臺北縣,006,新店市,025,新店市
2002,T2,臺北縣,007,樹林市,005,樹林市
2002,T2,臺北縣,008,鶯歌鎮,006,鶯歌鎮
2002,T2,臺北縣,009,三峽鎮,007,三峽鎮
2002,T2,臺北縣,010,淡水鎮,014,淡水鎮
2002,T2,臺北縣,011,汐止市,018,汐止市
2002,T2,臺北縣,012,瑞芳鎮,021,瑞芳鎮
2002,T2,臺北縣,013,土城市,004,土城市
2002,T2,臺北縣,014,蘆洲市,009,蘆洲市
2002,T2,臺北縣,015,五股鄉,012,五股鄉
2002,T2,臺北縣,016,泰山鄉,011,泰山鄉
2002,T2,臺北縣,017,林口鄉,013,林口鄉
2002,T2,臺北縣,018,深坑鄉,026,深坑鄉
2002,T2,臺北縣,019,石碇鄉,027,石碇鄉
2002,T2,臺北縣,020,坪林鄉,028,坪林鄉
2002,T2,臺北縣,021,三芝鄉,016,三芝鄉
2002,T2,臺北縣,022,石門鄉,017,石門鄉
2002,T2,臺北縣,023,八里鄉,015,八里鄉
2002,T2,臺北縣,024,平溪鄉,024,平溪鄉
2002,T2,臺北縣,025,雙溪鄉,022,雙溪鄉
2002,T2,臺北縣,026,貢寮鄉,023,貢寮鄉
2002,T2,臺北縣,027,金山鄉,019,金山鄉
2002,T2,臺北縣,028,萬里鄉,020,萬里鄉
2002,T2,臺北縣,029,烏來鄉,029,烏來鄉
2002,T2,桃園縣,001,桃園市,001,桃園市
2002,T2,桃園縣,002,中壢市,008,中壢市
2002,T2,桃園縣,003,大溪鎮,006,大溪鎮
2002,T2,桃園縣,004,楊梅鎮,010,楊梅鎮
2002,T2,桃園縣,005,蘆竹鄉,004,蘆竹鄉
2002,T2,桃園縣,006,大園鄉,005,大園鄉
2002,T2,桃園縣,007,龜山鄉,002,龜山鄉
2002,T2,桃園縣,008,八德市,003,八德市
2002,T2,桃園縣,009,龍潭鄉,011,龍潭鄉
2002,T2,桃園縣,010,平鎮市,009,平鎮市
2002,T2,桃園縣,011,新屋鄉,012,新屋鄉
2002,T2,桃園縣,012,觀音鄉,013,觀音鄉
2002,T2,桃園縣,013,復興鄉,007,復興鄉
2002,T2,苗栗縣,001,苗栗市,001,苗栗市
2002,T2,苗栗縣,002,苑裡鎮,007,苑裡鎮
2002,T2,苗栗縣,003,通霄鎮,008,通霄鎮
2002,T2,苗栗縣,004,竹南鎮,009,竹南鎮
2002,T2,苗栗縣,005,頭份鎮,012,頭份鎮
2002,T2,苗栗縣,006,後龍鎮,010,後龍鎮
2002,T2,苗栗縣,007,卓蘭鎮,015,卓蘭鎮
2002,T2,苗栗縣,008,大湖鄉,016,大湖鄉
2002,T2,苗栗縣,009,公館鄉,002,公館鄉
2002,T2,苗栗縣,010,銅鑼鄉,004,銅鑼鄉
2002,T2,苗栗縣,011,南庄鄉,014,南庄鄉
2002,T2,苗栗縣,012,頭屋鄉,003,頭屋鄉
2002,T2,苗栗縣,013,三義鄉,005,三義鄉
2002,T2,苗栗縣,014,西湖鄉,006,西湖鄉
2002,T2,苗栗縣,015,造橋鄉,011,造橋鄉
2002,T2,苗栗縣,016,三灣鄉,013,三灣鄉
2002,T2,苗栗縣,017,獅潭鄉,017,獅潭鄉
2002,T2,苗栗縣,018,泰安鄉,018,泰安鄉
2002,T2,臺中縣,001,豐原市,001,豐原市
2002,T2,臺中縣,002,東勢鎮,002,東勢鎮
2002,T2,臺中縣,003,大甲鎮,003,大甲鎮
2002,T2,臺中縣,004,清水鎮,004,清水鎮
2002,T2,臺中縣,005,沙鹿鎮,005,沙鹿鎮
